name,genre,all_reviews,tone
Aim Lab,"Action,Adventure,Casual,Free to Play,Indie,Simulation,Early Access","Very Positive,(1,508),- 81% of the 1,508 user reviews for this game are positive.",Very Positive
Cities: Skylines - Content Creator Pack: European Suburbia,"Simulation,Strategy","Very Positive,(83),- 86% of the 83 user reviews for this game are positive.",Very Positive
Desktop Dungeons,"Adventure,Casual,Indie,RPG,Strategy","Very Positive,(863),- 90% of the 863 user reviews for this game are positive.",Very Positive
Super Crate Box,"Action,Free to Play,Indie","Very Positive,(6,661),- 89% of the 6,661 user reviews for this game are positive.",Very Positive
SEGA Bass Fishing,"Simulation,Sports","Very Positive,(149),- 82% of the 149 user reviews for this game are positive.",Very Positive
Grim Dawn - Ashes of Malmouth Expansion,"Action,Adventure,Indie,RPG","Very Positive,(1,071),- 91% of the 1,071 user reviews for this game are positive.",Very Positive
Life is Strange: Before the Storm Episode 2,"Action,Adventure","Very Positive,(441),- 97% of the 441 user reviews for this game are positive.",Very Positive
Fashioning Little Miss Lonesome,Adventure,"Very Positive,(117),- 88% of the 117 user reviews for this game are positive.",Very Positive
Youropa,"Action,Adventure,Indie","Very Positive,(63),- 100% of the 63 user reviews for this game are positive.",Very Positive
Last Day of June,"Adventure,Indie","Very Positive,(1,108),- 89% of the 1,108 user reviews for this game are positive.",Very Positive
Stellaris: Anniversary Portraits,"Simulation,Strategy","Very Positive,(516),- 87% of the 516 user reviews for this game are positive.",Very Positive
Beyond Eden,"Adventure,Indie","Very Positive,(64),- 87% of the 64 user reviews for this game are positive.",Very Positive
The Fidelio Incident,"Adventure,Indie","Very Positive,(510),- 80% of the 510 user reviews for this game are positive.",Very Positive
GUILTY GEAR Xrd REV 2 Upgrade,Action,"Very Positive,(143),- 88% of the 143 user reviews for this game are positive.",Very Positive
Adolescent Santa Claus,"Adventure,Casual,Free to Play,Indie","Very Positive,(648),- 86% of the 648 user reviews for this game are positive.",Very Positive
Yomawari: Midnight Shadows / 深夜廻,"Adventure,Strategy","Very Positive,(182),- 96% of the 182 user reviews for this game are positive.",Very Positive
Dead by Daylight - Charity Case,Action,"Very Positive,(609),- 93% of the 609 user reviews for this game are positive.",Very Positive
Way of the Passive Fist,"Action,Indie","Very Positive,(57),- 89% of the 57 user reviews for this game are positive.",Very Positive
Outside the Lines,"Action,Casual,Free to Play,Indie","Very Positive,(137),- 85% of the 137 user reviews for this game are positive.",Very Positive
Cally's Caves 3,"Action,Adventure,Indie,RPG","Very Positive,(262),- 83% of the 262 user reviews for this game are positive.",Very Positive
Hue,"Adventure,Indie","Very Positive,(310),- 93% of the 310 user reviews for this game are positive.",Very Positive
兔耳冒险谭/Usamimi Adventure,"Adventure,RPG,Strategy","Very Positive,(60),- 90% of the 60 user reviews for this game are positive.",Very Positive
Below Kryll,"Action,Adventure,Indie,RPG","Very Positive,(74),- 87% of the 74 user reviews for this game are positive.",Very Positive
UBERMOSH Vol.5,"Action,Indie","Very Positive,(203),- 97% of the 203 user reviews for this game are positive.",Very Positive
Super Night Riders,"Indie,Racing,Simulation,Sports","Very Positive,(117),- 85% of the 117 user reviews for this game are positive.",Very Positive
MegaTagmension Blanc + Neptune VS Zombies (Neptunia),Action,"Very Positive,(934),- 90% of the 934 user reviews for this game are positive.",Very Positive
Quell,Indie,"Very Positive,(156),- 98% of the 156 user reviews for this game are positive.",Very Positive
Stock Car Extreme,"Racing,Simulation,Sports","Very Positive,(310),- 80% of the 310 user reviews for this game are positive.",Very Positive
Shadow Blade: Reload,"Action,Indie","Very Positive,(133),- 87% of the 133 user reviews for this game are positive.",Very Positive
Cargo Commander,"Action,Indie","Very Positive,(553),- 82% of the 553 user reviews for this game are positive.",Very Positive
ABYSS CRAWLERS plus,"Action,Indie","Very Positive,(50),- 96% of the 50 user reviews for this game are positive.",Very Positive
Animal Super Squad,"Action,Adventure,Indie,Simulation","Very Positive,(280),- 86% of the 280 user reviews for this game are positive.",Very Positive
Project Rhombus,"Action,Casual,Free to Play,Indie","Very Positive,(903),- 92% of the 903 user reviews for this game are positive.",Very Positive
Starr Mazer: DSP,"Action,Indie,Early Access","Very Positive,(163),- 81% of the 163 user reviews for this game are positive.",Very Positive
THOTH,"Action,Indie","Very Positive,(97),- 86% of the 97 user reviews for this game are positive.",Very Positive
Red Haze,"Adventure,Indie","Very Positive,(127),- 84% of the 127 user reviews for this game are positive.",Very Positive
Else Heart.Break(),"Adventure,Indie,RPG","Very Positive,(193),- 81% of the 193 user reviews for this game are positive.",Very Positive
Transmissions: Element 120,"Action,Free to Play,Indie","Very Positive,(8,479),- 94% of the 8,479 user reviews for this game are positive.",Very Positive
64.0,"Action,Indie","Very Positive,(803),- 90% of the 803 user reviews for this game are positive.",Very Positive
Pink Heaven,"Action,Free to Play,Indie","Very Positive,(645),- 90% of the 645 user reviews for this game are positive.",Very Positive
Deus Ex: Revision,"Action,Adventure,RPG","Very Positive,(960),- 85% of the 960 user reviews for this game are positive.",Very Positive
Near Death,"Action,Adventure,Indie","Very Positive,(590),- 91% of the 590 user reviews for this game are positive.",Very Positive
Cities: Skylines - Pearls From the East,"Simulation,Strategy","Very Positive,(403),- 92% of the 403 user reviews for this game are positive.",Very Positive
Alien Swarm: Reactive Drop,"Action,Free to Play","Very Positive,(8,314),- 93% of the 8,314 user reviews for this game are positive.",Very Positive
Euro Truck Simulator 2 - Special Transport,"Indie,Simulation","Very Positive,(2,013),- 88% of the 2,013 user reviews for this game are positive.",Very Positive
Euro Truck Simulator 2 - Italia,"Indie,Simulation","Very Positive,(1,130),- 94% of the 1,130 user reviews for this game are positive.",Very Positive
The First Tree,"Adventure,Indie","Very Positive,(1,252),- 80% of the 1,252 user reviews for this game are positive.",Very Positive
Dead by Daylight - The Bloodstained Sack,Action,"Very Positive,(454),- 90% of the 454 user reviews for this game are positive.",Very Positive
Crypt of the NecroDancer: AMPLIFIED,"Action,Indie,RPG","Very Positive,(290),- 96% of the 290 user reviews for this game are positive.",Very Positive
Stellaris: Utopia,"Simulation,Strategy","Very Positive,(926),- 80% of the 926 user reviews for this game are positive.",Very Positive
A Rose in the Twilight / ロゼと黄昏の古城,"Adventure,Strategy","Very Positive,(154),- 87% of the 154 user reviews for this game are positive.",Very Positive
Fresh Body,"Action,Adventure,Indie,RPG,Early Access","Very Positive,(941),- 82% of the 941 user reviews for this game are positive.",Very Positive
Cities: Skylines - Mass Transit,"Simulation,Strategy","Very Positive,(567),- 84% of the 567 user reviews for this game are positive.",Very Positive
Brief Karate Foolish,"Action,Casual,Free to Play,Indie","Very Positive,(2,193),- 94% of the 2,193 user reviews for this game are positive.",Very Positive
Darwin Project,"Action,Free to Play,Indie,Early Access","Very Positive,(12,046),- 80% of the 12,046 user reviews for this game are positive.",Very Positive
Wonder Boy: The Dragon's Trap,"Action,Adventure,Indie","Very Positive,(915),- 88% of the 915 user reviews for this game are positive.",Very Positive
Bad Shooter 2,"Action,Casual,Indie","Very Positive,(83),- 84% of the 83 user reviews for this game are positive.",Very Positive
Stickman in the Portal,"Casual,Indie","Mixed,(15),- 53% of the 15 user reviews for this game are positive.",Mixed
GravNewton,"Action,Casual,Indie","Mixed,(101),- 68% of the 101 user reviews for this game are positive.",Mixed
Halloween: Jigsaw Puzzles,Casual,"5 user reviews,- Need more user reviews to generate a score",NA
::CallBack,"Action,Casual,Indie,Sports,Early Access","2 user reviews,- Need more user reviews to generate a score",NA
Mini Hockey Champ!,"Action,Casual,Indie,Sports","9 user reviews,- Need more user reviews to generate a score",NA
Fade Away,"Adventure,Casual,Indie","6 user reviews,- Need more user reviews to generate a score",NA
Prismatix,"Action,Casual,Indie","4 user reviews,- Need more user reviews to generate a score",NA
Red Rover,Simulation,"Positive,(10),- 80% of the 10 user reviews for this game are positive.",NA
Mass O' Kyzt,"Action,Adventure,Casual,Indie","Positive,(10),- 80% of the 10 user reviews for this game are positive.",NA
"Additional Character ""Lucia""",RPG,"4 user reviews,- Need more user reviews to generate a score",NA
Gravity Well,"Action,Indie","7 user reviews,- Need more user reviews to generate a score",NA
Pure Farming 2018 - Versatile 4WD 610,Simulation,"3 user reviews,- Need more user reviews to generate a score",NA
VR Model Viewer,"Animation & Modeling,Design & Illustration,Education,Utilities,Early Access","Positive,(13),- 84% of the 13 user reviews for this software are positive.",NA
SMASH IT,"Casual,Indie","2 user reviews,- Need more user reviews to generate a score",NA
Wily Numbers: Instrumental Stage Tracks,Action,"5 user reviews,- Need more user reviews to generate a score",NA
Overload: Original Soundtrack,Action,"2 user reviews,- Need more user reviews to generate a score",NA
"Snake, snake, snake!","Action,Casual,Indie","5 user reviews,- Need more user reviews to generate a score",NA
Kingdom Come: Deliverance - HD Voice Pack - French,"Action,Adventure,RPG","3 user reviews,- Need more user reviews to generate a score",NA
Arrowborn,"Action,Adventure,Casual,Early Access","6 user reviews,- Need more user reviews to generate a score",NA
属性与生活,"Casual,Indie,Simulation,Strategy","Positive,(17),- 82% of the 17 user reviews for this game are positive.",NA
Q.U.B.E. 2 - Season Pass,"Action,Adventure,Indie","Positive,(15),- 100% of the 15 user reviews for this game are positive.",NA
Afghanistan '11: Royal Marines,"Indie,Strategy","5 user reviews,- Need more user reviews to generate a score",NA
Comrades and Barons: Solitaire of Bloody 1919,"Casual,Indie,Strategy","Positive,(19),- 84% of the 19 user reviews for this game are positive.",NA
Naked Sun,"Action,Indie","Positive,(35),- 85% of the 35 user reviews for this game are positive.",NA
Ship Ahoy Open BETA,"Action,Casual,Free to Play,Indie,Massively Multiplayer,Simulation","Positive,(32),- 81% of the 32 user reviews for this game are positive.",NA
Asylamba: Influence,"Casual,Indie,Strategy","Positive,(33),- 84% of the 33 user reviews for this game are positive.",NA
DashPanel - Codemasters Full Data,Utilities,"1 user reviews,- Need more user reviews to generate a score",NA
Edna & Harvey: Harvey's New Eyes Developer Commentary,"Adventure,Indie","3 user reviews,- Need more user reviews to generate a score",NA
Minimancer,"Adventure,Casual,Indie,Strategy","6 user reviews,- Need more user reviews to generate a score",NA
NASCAR Heat 2 - Free September Toyota Pack,Racing,"5 user reviews,- Need more user reviews to generate a score",NA
New Quest Piles of Coll Quest,RPG,"1 user reviews,- Need more user reviews to generate a score",NA
New Quest Loads of Exp Quest,RPG,"2 user reviews,- Need more user reviews to generate a score",NA
Delicacies and Rarities Pack,RPG,"2 user reviews,- Need more user reviews to generate a score",NA
Adventurers' Tales,RPG,"2 user reviews,- Need more user reviews to generate a score",NA
Atelier Lydie & Suelle Atelier Series BGM Pack,RPG,"2 user reviews,- Need more user reviews to generate a score",NA
Atelier Lydie & Suelle GUST Titles BGM Pack,RPG,"2 user reviews,- Need more user reviews to generate a score",NA
Colour Box,Indie,"Positive,(15),- 100% of the 15 user reviews for this game are positive.",NA
Zombie Murder,"Action,Casual,Indie","5 user reviews,- Need more user reviews to generate a score",NA
Chroma Squad - Episode Editor,"Indie,RPG,Strategy","2 user reviews,- Need more user reviews to generate a score",NA
Novas Las Aventurietas del Robercleiton: o Renascimento do TURBO,"RPG,Early Access","2 user reviews,- Need more user reviews to generate a score",NA
Cross-Stitch Puzzle,Casual,"5 user reviews,- Need more user reviews to generate a score",NA
신기록 : A Compendium of Ghosts,"Adventure,Casual,Free to Play,Indie,RPG","Positive,(33),- 93% of the 33 user reviews for this game are positive.",NA
Groove Coaster - DOTTED 8TH,Action,"1 user reviews,- Need more user reviews to generate a score",NA
Groove Coaster - Machibito ha kozu,Action,"2 user reviews,- Need more user reviews to generate a score",NA
Groove Coaster - And Then There Were None,Action,"2 user reviews,- Need more user reviews to generate a score",NA
Groove Coaster - SHINDOI THE RIDE,Action,"1 user reviews,- Need more user reviews to generate a score",NA
Groove Coaster - Cruel Moon NuMIX,Action,"1 user reviews,- Need more user reviews to generate a score",NA
Groove Coaster - APELIOTES,Action,"1 user reviews,- Need more user reviews to generate a score",NA
